readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
8e31f1b9-66b0-44fa-ab5c-fc514993a07b	cid|543913	543913	2401	2401	64	1133	4
8e31f1b9-66b0-44fa-ab5c-fc514993a07b	cid|1835254	1835254	2401	2401	64	1133	4
8e31f1b9-66b0-44fa-ab5c-fc514993a07b	cid|576611	576611	2401	2401	64	1133	4
8e31f1b9-66b0-44fa-ab5c-fc514993a07b	cid|576610	576610	2401	2401	64	1133	4
986544e5-ee7a-4e02-a17c-37924418a6bb	cid|1584	1584	1225	0	50	1427	1
1e58a400-46c4-4a15-9660-6a665c2021b0	cid|643674	643674	441	0	36	1286	1
4d9322be-62ae-450f-b25f-e12507849ca7	cid|446683	446683	2397	0	180	1092	1
9e2855e8-9889-43fc-b82a-19156580b91e	cid|1484693	1484693	2113	0	95	1079	1
68fd632f-d73d-40ce-9e39-e202517bffd4	cid|1834519	1834519	2025	0	60	1456	1
19162fda-97fc-464c-bd2f-0691f25b579b	cid|1191459	1191459	1024	0	47	1474	1
e47ea883-71d7-4a58-8081-03b99d6ea381	cid|1835254	1835254	2304	2304	63	1484	4
e47ea883-71d7-4a58-8081-03b99d6ea381	cid|576611	576611	2304	2304	63	1484	4
e47ea883-71d7-4a58-8081-03b99d6ea381	cid|576610	576610	2304	2304	63	1484	4
e47ea883-71d7-4a58-8081-03b99d6ea381	cid|543913	543913	2304	2304	63	1484	4
3263384c-8b3a-4176-832d-ed558d191471	cid|1678128	1678128	5019	0	199	1478	1
972d3e45-b7c0-484e-acc1-85a790a98268	cid|1715860	1715860	529	0	38	1473	1
19b0cef1-efb7-420c-86fa-6351104c2533	cid|1727163	1727163	400	0	35	1057	1
f033a05f-e833-45d4-b4e6-6d25a724ec25	cid|546	546	361	361	34	1245	3
f033a05f-e833-45d4-b4e6-6d25a724ec25	cid|562	562	361	361	34	1245	3
f033a05f-e833-45d4-b4e6-6d25a724ec25	cid|1922217	1922217	361	361	34	1245	3
5d6605f8-97a1-496f-8d71-17e4b77709da	cid|192843	192843	829	0	67	1120	1
44655fab-9735-454f-9e86-a746da21d84e	cid|1727163	1727163	529	484	38	1454	1
83a6fe8e-4846-43c5-98a7-b757814b0a3a	cid|1779382	1779382	484	0	37	1489	1
9eeed8dd-e61a-4ffb-be9e-43aaf2971009	cid|285	285	7744	7744	103	1061	2
9eeed8dd-e61a-4ffb-be9e-43aaf2971009	cid|1678128	1678128	7744	7744	103	1061	2
e6e8a29b-d0c6-45eb-9493-f4dabdfe05d3	cid|192843	192843	2704	0	67	1320	1
e50a719e-3db7-4e1a-b95e-2cc1335606c8	cid|666685	666685	961	0	46	1465	1
f6f39dc9-57af-422f-ac71-a317b3933edd	cid|1678128	1678128	1521	0	81	1457	1
3527d29d-5eba-4504-b470-b3d70a923bad	cid|573	573	225	225	30	1075	4
3527d29d-5eba-4504-b470-b3d70a923bad	cid|485	485	225	225	30	1075	4
3527d29d-5eba-4504-b470-b3d70a923bad	cid|82996	82996	225	225	30	1075	4
3527d29d-5eba-4504-b470-b3d70a923bad	cid|413502	413502	225	225	30	1075	4
9c745837-bd9f-434c-9946-a04d1b4f0aef	cid|1484693	1484693	5265	0	129	1470	1
bd275228-fcc6-4d15-b762-866426fb6b22	cid|2109913	2109913	4225	0	80	1456	1
cf741227-3f86-43cb-a577-1ac6ca1c7360	cid|1306519	1306519	3025	0	70	1109	1
701f7fe8-d9d5-4dd4-9557-632d4460bba8	cid|1727163	1727163	1369	0	52	1416	1
583ec6ec-c79c-48a7-9cc5-216dd648b333	cid|1678129	1678129	10426	0	146	1537	1
ea0069aa-614c-4159-a3c5-59f0298026aa	cid|1842533	1842533	784	784	43	1083	5
ea0069aa-614c-4159-a3c5-59f0298026aa	cid|1662458	1662458	784	784	43	1083	5
ea0069aa-614c-4159-a3c5-59f0298026aa	cid|1662456	1662456	784	784	43	1083	5
ea0069aa-614c-4159-a3c5-59f0298026aa	cid|1662457	1662457	784	784	43	1083	5
ea0069aa-614c-4159-a3c5-59f0298026aa	cid|553814	553814	784	784	43	1083	5
d7f93632-fe41-4464-a2e2-4a9565d03953	cid|2094025	2094025	676	676	41	1453	3
d7f93632-fe41-4464-a2e2-4a9565d03953	cid|1453352	1453352	676	676	41	1453	3
d7f93632-fe41-4464-a2e2-4a9565d03953	cid|312277	312277	676	676	41	1453	3
86a64e5f-3896-4328-916a-b62351bbb9ba	cid|1678128	1678128	1566	0	113	1489	1
21cfe819-88fc-4c75-9fcd-b91b4074a27c	cid|192843	192843	3323	121	163	1446	1
e4462c03-9347-44b6-93fe-723cab44b700	cid|1678128	1678128	6253	0	125	1298	1
5d400f2a-f941-4dde-ad54-a745187c6ec7	cid|279113	279113	3364	3364	73	1550	2
5d400f2a-f941-4dde-ad54-a745187c6ec7	cid|279058	279058	3364	3364	73	1550	2
66d18834-1e2c-4532-94e0-88439178074d	cid|1173263	1173263	1936	0	59	2911	1
f1ef141d-5f48-4166-b3fb-057a471d5766	cid|1141883	1141883	2809	2809	68	2029	2
f1ef141d-5f48-4166-b3fb-057a471d5766	cid|2045208	2045208	2809	2809	68	2029	2
4095aa79-bb26-42ae-98f8-b3fbffb3f6d7	cid|28197	28197	2119	0	151	2351	1
0db65e93-d586-44c4-8700-09ccc50953a3	cid|1482074	1482074	484	0	37	1355	1
2de5ca27-1b25-4953-b8fe-7911c8ed477b	cid|1436290	1436290	1764	64	57	1002	1
72840fa2-844b-4da2-ab82-1914f174c09e	cid|1678128	1678128	1681	0	56	1474	1
8285a122-4b39-4d93-b117-23d01c053d7f	cid|405	405	676	0	41	1474	1
9146192f-779c-43d0-ba50-e3ba75e85ee2	cid|1658665	1658665	1681	1681	56	1287	2
9146192f-779c-43d0-ba50-e3ba75e85ee2	cid|76731	76731	1681	1681	56	1287	2
459e3a79-3e44-4921-b908-54280fd9d09f	cid|80866	80866	13456	0	131	1346	1
e4b3d9dd-d55b-4b06-a1a8-7a9cfb36ab42	cid|436515	436515	6724	980	97	1375	1
88da639f-c618-42f9-af5c-ec253b21698b	cid|1727163	1727163	2601	2025	66	1193	1
8e1e91c0-4c7f-4ddd-9c18-4a5b2cd9b8fc	cid|944547	944547	1800	0	90	1467	1
e4992aea-fa40-4214-bc46-8853c0725e2a	cid|63	63	1444	0	53	1437	1
15d0e8d7-9b08-41d7-8586-94343caab370	unclassified	0	0	0	0	1119	1
c5b9846a-4ec8-4df5-90b0-9f46ab655a5c	cid|1707785	1707785	441	441	36	1486	2
c5b9846a-4ec8-4df5-90b0-9f46ab655a5c	cid|1141883	1141883	441	441	36	1486	2
591348b9-d66c-4550-9c8f-3a7cf0c2a29e	cid|32054	32054	441	256	36	1097	1
