readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
f819d072-2b0c-4cbb-bf88-3c464c41ac90	cid|84590	84590	2025	1165	60	1587	1
f72d717f-bf38-459c-9a78-6704d59ac67d	species	492670	2809	2809	68	1039	4
f72d717f-bf38-459c-9a78-6704d59ac67d	genus	1372	2809	2809	68	1039	4
f72d717f-bf38-459c-9a78-6704d59ac67d	species	1402	2809	2809	68	1039	4
f72d717f-bf38-459c-9a78-6704d59ac67d	species	1715860	2809	2809	68	1039	4
23aeda9f-e103-43c5-bb08-a69d704d4418	unclassified	0	0	0	0	1507	1
beeb8ebf-742e-4585-a122-38a427d74386	cid|97084	97084	576	576	39	1518	2
beeb8ebf-742e-4585-a122-38a427d74386	cid|960	960	576	576	39	1518	2
b09faceb-c927-4da1-84ba-8a9434a578dc	cid|287	287	361	0	34	1539	1
6df3e105-a51a-439b-8002-e7c0c9181849	cid|75105	75105	64	64	23	2843	2
6df3e105-a51a-439b-8002-e7c0c9181849	cid|316	316	64	64	23	2843	2
8d21fd20-7b68-483f-8718-7c05ad62b14a	cid|944547	944547	1105	853	77	1538	1
ec99ffe9-6922-488b-b52b-898d2524b8ae	cid|693075	693075	900	0	45	1521	1
4dc7d6b0-ea99-4221-8fea-e0eeae32918d	cid|216465	216465	7569	0	102	1474	1
44d1267e-4c5e-4688-8035-17250e60f483	cid|748811	748811	2745	0	211	1557	1
4449a911-9208-4c71-8fdf-5915a00d0b6d	unclassified	0	0	0	0	1250	1
166deeb2-1da6-4f89-b773-5ee56e302fe3	cid|96942	96942	5000	0	126	1552	1
9e44636d-5ca0-489c-ae92-3d844bf47441	cid|643674	643674	256	256	31	1625	2
9e44636d-5ca0-489c-ae92-3d844bf47441	cid|1273132	1273132	256	256	31	1625	2
83d9250c-03f5-44ae-bd7d-db377ec20ab2	cid|1063	1063	8103	0	215	1373	1
ee2c1121-d93a-414b-bc44-9fc8795368dc	cid|1484693	1484693	2025	0	60	1498	1
4d753429-d14f-4ccf-b61e-725733dca9e0	cid|2045208	2045208	81	64	24	1441	1
fa3e5370-0e17-41de-86a0-02576448d986	cid|305	305	625	0	40	1472	1
2b7edad4-c683-4997-8d40-7544a5ea0507	cid|1314	1314	361	196	34	1090	1
8a921c42-7207-41f3-815c-ed7343d0c853	cid|693444	693444	1369	81	52	1561	1
029e27e6-6771-4d22-82ac-f779a1d83947	cid|57706	57706	289	289	32	1547	3
029e27e6-6771-4d22-82ac-f779a1d83947	cid|545	545	289	289	32	1547	3
029e27e6-6771-4d22-82ac-f779a1d83947	cid|550	550	289	289	32	1547	3
5f213626-349f-470b-8248-360fb95b4d90	cid|643674	643674	1600	0	55	1617	1
f6789c7b-a775-41ac-aeff-006166656098	cid|316068	316068	529	0	38	1598	1
e8fe4391-6b07-4511-92f4-f822e9dc9a44	cid|256618	256618	1156	0	49	1561	1
92421adb-1619-47f4-9d4c-1cf32b8db8fc	cid|944547	944547	6606	1936	210	1527	1
8dfbbb96-c2cf-415d-84b3-9cbc3e0e8ec2	cid|1850254	1850254	3025	1521	70	1427	1
8a73bf1e-722e-410c-b4d8-ab92afae71bc	cid|1229727	1229727	484	289	37	7024	1
0426464a-e773-4d4f-8e34-5de365f57d7c	cid|696485	696485	900	900	45	1598	2
0426464a-e773-4d4f-8e34-5de365f57d7c	cid|67780	67780	900	900	45	1598	2
0a4558be-9ae5-4af1-b63f-238de04397d6	cid|1061	1061	5150	0	141	1493	1
2ebe6730-9115-47ca-82b7-1c494cda7acb	cid|1913578	1913578	5328	0	114	1625	1
e616ea22-caa7-43d9-a215-214af3bb06d3	cid|1484693	1484693	1717	0	83	1554	1
b6d3149c-c08c-4ccd-8362-ed4d6be1ae59	cid|562	562	1156	1156	49	1456	2
b6d3149c-c08c-4ccd-8362-ed4d6be1ae59	cid|45658	45658	1156	1156	49	1456	2
3ff8de9f-c309-4e5b-83ab-128fe2fd88df	cid|63	63	169	121	28	1480	1
7606b1cd-6a5e-4817-b575-086b65661853	cid|944547	944547	3445	0	97	1520	1
bc2777d0-aa2b-4bbb-b46d-93058312354f	cid|90245	90245	1640	0	86	1404	1
78fd11ae-ffea-405e-937c-4718d59d2279	cid|1390	1390	900	0	45	1522	1
1ad73123-3d03-40c6-aeff-391ec054d1b2	cid|1913578	1913578	2362	0	177	1581	1
f802353d-783a-415c-95cf-4fbff3f708a1	cid|2058135	2058135	1450	0	82	1414	1
ad62f09b-b999-44e7-823c-b7a64bf37c78	cid|2113	2113	729	729	42	1561	2
ad62f09b-b999-44e7-823c-b7a64bf37c78	cid|2112	2112	729	729	42	1561	2
4af90581-b68a-4504-bf92-f7407071a6cf	cid|55197	55197	4338	0	120	1515	1
f17b3ddf-ccb2-4593-a0b6-35a7cc5bfe8b	unclassified	0	0	0	0	3667	1
ac61e356-73d8-4a90-aae2-d767814d5511	cid|67780	67780	389	0	57	1335	1
d6130f80-6223-4e41-ba24-5c66ae8d41c3	cid|2029983	2029983	578	0	64	1163	1
48b60b2c-7fd4-44b3-8934-9e8e3c58c9bc	cid|1168034	1168034	1764	0	57	1544	1
446e2355-5559-45ba-a445-1a0dff5e0056	cid|55508	55508	1444	1444	53	1515	3
446e2355-5559-45ba-a445-1a0dff5e0056	cid|1141883	1141883	1444	1444	53	1515	3
446e2355-5559-45ba-a445-1a0dff5e0056	cid|1938606	1938606	1444	1444	53	1515	3
bb540146-8e61-40ab-85d8-5b35f6c15e47	cid|1396	1396	899	0	94	1548	1
d70b5e61-0bc7-4c36-9596-28585fbf1919	cid|299767	299767	3025	0	70	1588	1
dc9a407c-a549-4859-8560-fca64e01a63c	cid|512763	512763	1444	0	53	1420	1
f9511678-3018-45bf-8838-e1934902dd5f	cid|536441	536441	484	0	37	1538	1
2e6f6381-102c-43ca-9257-81aa6997e91f	cid|1852	1852	64	0	23	1424	1
737d9988-faa5-49aa-82f1-71f8d107baa0	cid|330214	330214	2474	0	125	1262	1
6388128f-6995-49db-b9a9-79bb8ab4cca1	cid|1273132	1273132	1764	1764	57	1433	3
6388128f-6995-49db-b9a9-79bb8ab4cca1	cid|1335048	1335048	1764	1764	57	1433	3
6388128f-6995-49db-b9a9-79bb8ab4cca1	cid|235	235	1764	1764	57	1433	3
2141c91e-8f22-428c-bd3b-a0c5c59362ff	cid|2014	2014	144	0	27	1555	1
4cfdb691-3481-4cfe-b271-afed27d04862	cid|2058136	2058136	169	144	28	1542	1
e12802c0-2a29-4466-acb2-c3b8d4e37ff3	cid|44742	44742	676	676	41	1071	4
e12802c0-2a29-4466-acb2-c3b8d4e37ff3	cid|881	881	676	676	41	1071	4
e12802c0-2a29-4466-acb2-c3b8d4e37ff3	cid|631220	631220	676	676	41	1071	4
e12802c0-2a29-4466-acb2-c3b8d4e37ff3	cid|876	876	676	676	41	1071	4
688937c6-e3e8-4a34-8261-ac1f05b117aa	cid|28173	28173	3721	2810	76	1611	1
05e56e37-7035-48e0-bee5-f0085a12e0f8	cid|1678128	1678128	1193	0	75	1533	1
01b9ae07-57ba-4fb0-be7c-0ca86ca4e44d	cid|1379909	1379909	1681	0	56	1538	1
1b583bd9-9726-4c22-9f06-fd6262509d0d	cid|28197	28197	2357	0	128	1435	1
295b5726-0d52-4587-8a88-93e2929b5da7	cid|1678128	1678128	5065	0	121	1538	1
4c123869-c7f8-4a71-a291-c8a905c34266	cid|94132	94132	361	361	34	1502	3
4c123869-c7f8-4a71-a291-c8a905c34266	cid|1458425	1458425	361	361	34	1502	3
4c123869-c7f8-4a71-a291-c8a905c34266	cid|1458426	1458426	361	361	34	1502	3
d03f77b3-87be-4f62-870f-d59699206e86	cid|1678128	1678128	576	0	39	1618	1
3bee1817-042a-4c87-8e92-6a899413e7b8	cid|106	106	1970	0	88	1479	1
630b767b-297c-4cb8-b4ea-452f3b6eff22	cid|1471761	1471761	961	961	46	1532	4
630b767b-297c-4cb8-b4ea-452f3b6eff22	cid|1572656	1572656	961	961	46	1532	4
630b767b-297c-4cb8-b4ea-452f3b6eff22	cid|323415	323415	961	961	46	1532	4
630b767b-297c-4cb8-b4ea-452f3b6eff22	cid|1834198	1834198	961	961	46	1532	4
9ba56e6a-19c0-46f0-8f92-a8b4f7ebb5ed	cid|562	562	5585	0	129	1521	1
cdeed4ec-d162-412a-97b0-8709726376e1	cid|1034015	1034015	121	121	26	1442	4
cdeed4ec-d162-412a-97b0-8709726376e1	cid|1920749	1920749	121	121	26	1442	4
cdeed4ec-d162-412a-97b0-8709726376e1	cid|2287	2287	121	121	26	1442	4
cdeed4ec-d162-412a-97b0-8709726376e1	cid|43080	43080	121	121	26	1442	4
246b1177-f9c7-46bf-b938-193ef62db4c0	cid|995	995	961	961	46	3057	2
246b1177-f9c7-46bf-b938-193ef62db4c0	cid|316068	316068	961	961	46	3057	2
a51c567e-1635-4dd3-bff4-fdeb4ea9e388	cid|1842727	1842727	784	784	43	1577	3
a51c567e-1635-4dd3-bff4-fdeb4ea9e388	cid|81479	81479	784	784	43	1577	3
a51c567e-1635-4dd3-bff4-fdeb4ea9e388	cid|192843	192843	784	784	43	1577	3
ce035021-017d-4d26-aa7b-346c80d2b27a	cid|944547	944547	5873	0	325	1479	1
a8dbdf02-2aa2-4323-a550-3219f29773c1	unclassified	0	0	0	0	1067	1
04c02c06-7b09-4b94-93c3-b09d960ff844	cid|1484693	1484693	10604	0	208	1864	1
a157d672-ea4b-4d7d-905b-ecfb7992377c	cid|28901	28901	4356	0	81	1561	1
e6ae8026-4802-4c82-b780-54cb89416555	cid|1842537	1842537	1936	0	59	1571	1
0fae0c90-f1d9-489e-bd28-9e2576e74864	cid|83263	83263	625	625	40	1540	2
0fae0c90-f1d9-489e-bd28-9e2576e74864	cid|380	380	625	625	40	1540	2
e2c66b58-c03a-44d6-a978-2d37188e2cdc	cid|1727163	1727163	2601	0	66	1551	1
fda22988-effd-4d2e-b807-473a09e178b8	cid|487	487	2401	0	64	1255	1
d30308ca-abf5-46e3-b4d8-5812e8b7aae7	cid|511435	511435	961	441	46	1635	1
5477d0c4-d8d8-49b7-ad96-7b20bfea2d19	cid|1280	1280	324	0	33	1572	1
aa28af21-0928-44bf-a38a-9b12b8251284	unclassified	0	0	0	0	1445	1
7cf84f11-b7c7-401e-9e80-965d39c11e9c	cid|55197	55197	11387	0	249	1492	1
dc744263-1d8d-43b3-8b42-d19b124eed25	cid|147268	147268	784	784	43	2753	2
dc744263-1d8d-43b3-8b42-d19b124eed25	cid|92245	92245	784	784	43	2753	2
2bffa5a4-7695-4ed3-bba7-27e4abd20ce1	cid|327160	327160	324	324	33	1372	2
2bffa5a4-7695-4ed3-bba7-27e4abd20ce1	cid|259537	259537	324	324	33	1372	2
7bd49cef-49e8-4274-a595-7cbc92f4ed05	unclassified	0	0	0	0	1214	1
66bddfb5-0c79-46a6-8cea-9293db6906d4	cid|1144748	1144748	3364	3364	73	1599	3
66bddfb5-0c79-46a6-8cea-9293db6906d4	cid|914150	914150	3364	3364	73	1599	3
66bddfb5-0c79-46a6-8cea-9293db6906d4	cid|930806	930806	3364	3364	73	1599	3
46cd4751-0af1-4902-ac64-c6c6dd8d7a6a	cid|1280	1280	610	81	62	1518	1
636e792d-71d7-4a3d-a21e-4c0b3edeca24	cid|467094	467094	1444	1444	53	1493	3
636e792d-71d7-4a3d-a21e-4c0b3edeca24	cid|84163	84163	1444	1444	53	1493	3
636e792d-71d7-4a3d-a21e-4c0b3edeca24	cid|1744	1744	1444	1444	53	1493	3
8f897019-3051-4635-ba43-62543b03e8a1	cid|944547	944547	1695	225	141	1594	1
ff5028fa-c194-4b5c-ba1e-ba9ce35edffc	unclassified	0	0	0	0	1837	1
bb7a8470-4184-43d3-971e-f7a8e148c581	cid|119484	119484	2122	0	169	1519	1
13926d4f-16e6-4e8d-9937-6ef6e64fe626	cid|1257021	1257021	625	625	40	1664	3
13926d4f-16e6-4e8d-9937-6ef6e64fe626	cid|184917	184917	625	625	40	1664	3
13926d4f-16e6-4e8d-9937-6ef6e64fe626	cid|132132	132132	625	625	40	1664	3
befd0a43-b699-40c9-bf42-fbdd02bea9c1	cid|1257021	1257021	225	0	30	1598	1
5b05c47c-f880-4baa-b3ec-e702c147406a	cid|1842537	1842537	1225	0	50	1535	1
d7810fb2-20f0-4359-b48e-aacf296215f8	cid|2083051	2083051	729	0	42	1513	1
fbb4dad2-d490-43b2-8425-eea2d743c93a	cid|1061	1061	1024	0	47	1405	1
0cb86d5e-298b-4ec6-b203-2af839daf45b	unclassified	0	0	0	0	1008	1
694375b3-2a95-4cc6-9cc5-e6a797aeb933	cid|948519	948519	400	0	35	1806	1
1396853d-3ddc-4bcb-86bf-89d3ddfd175f	cid|795665	795665	5184	0	87	1512	1
7e852f7e-5b70-49d7-87f7-e143ca7e0236	cid|640511	640511	1849	1849	58	1548	2
7e852f7e-5b70-49d7-87f7-e143ca7e0236	cid|948107	948107	1849	1849	58	1548	2
a721d84a-f7b7-4192-af18-661362548ac1	cid|1173263	1173263	698	0	66	1461	1
59ab3790-329a-407f-a9ec-b6c866166eed	cid|1678128	1678128	9194	0	138	1614	1
70983a1d-afbf-48b3-8968-be566504795b	cid|1511	1511	169	169	28	1204	2
70983a1d-afbf-48b3-8968-be566504795b	cid|118000	118000	169	169	28	1204	2
fea5def8-c38c-4150-abb5-f08d4932c4a2	cid|34003	34003	5329	0	88	1388	1
b435f003-015c-4d96-b71d-b0965293387d	cid|2058135	2058135	484	0	37	1526	1
f4843c0f-bba6-493c-a05c-054c39b676e3	cid|67825	67825	3136	225	71	1485	1
f4b92310-3161-460c-9ef5-62d17a4f7235	cid|1335048	1335048	1600	961	55	5861	1
6755d127-0bfe-4b10-bd30-6e9abdd783a8	cid|477680	477680	3106	3106	94	1479	2
6755d127-0bfe-4b10-bd30-6e9abdd783a8	cid|354356	354356	3106	3106	94	1479	2
72e77dee-0a74-4678-ace8-d8ce69c9bf2a	cid|985	985	676	196	41	1492	1
e076f328-abd4-41bc-b811-4cb3d55bb84f	cid|985002	985002	361	0	34	1458	1
c3678532-3d77-4aff-9567-6e84aa3f979f	cid|1590	1590	64	0	23	1064	1
c21ab41e-5869-46b0-bb57-d41ca10c55c3	cid|1332080	1332080	2916	2916	69	1565	2
c21ab41e-5869-46b0-bb57-d41ca10c55c3	cid|120107	120107	2916	2916	69	1565	2
b7355fd7-1e9a-4670-98c2-66830c7df0ac	cid|44255	44255	2061	0	114	1403	1
f518607e-1889-47f6-b4d3-cbdc5bd6fc08	cid|223967	223967	4104	0	137	1506	1
8701208d-d482-40c7-9c56-43c2575909d1	cid|76731	76731	233	233	51	1567	2
8701208d-d482-40c7-9c56-43c2575909d1	cid|1678128	1678128	233	233	51	1567	2
20a2a0c9-a38b-4575-a56d-941ce649628d	cid|67780	67780	1700	0	80	1512	1
093b810b-d8d8-4bd5-9cc6-713b8f801c2c	cid|57372	57372	361	0	34	1497	1
3fdfc8b4-c5e2-4c0b-8bfd-11dbbeca538b	cid|81479	81479	1225	0	50	1128	1
849f6de1-5cf9-4248-bba7-aa98a4593275	cid|1842537	1842537	5328	5328	114	1500	2
849f6de1-5cf9-4248-bba7-aa98a4593275	cid|795665	795665	5328	5328	114	1500	2
7a6b0b3b-ec1e-4b42-9ea7-10960f006233	cid|1382	1382	529	529	38	1499	3
7a6b0b3b-ec1e-4b42-9ea7-10960f006233	cid|77551	77551	529	529	38	1499	3
