readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
1b913d03-b188-42e2-baf1-e6fbdfeb57bb	unclassified	0	0	0	0	1276	1
d7206741-c18f-458e-bf77-c1df47314e3a	unclassified	0	0	0	0	2809	1
15c08fd4-dffb-4dcf-b79b-2047b7da0db3	unclassified	0	0	0	0	1108	1
1c513311-40c9-45c9-bf61-6ea797f45a6f	unclassified	0	0	0	0	1102	1
4f51e565-3fba-4a94-8e0e-45631fe471e2	unclassified	0	0	0	0	2945	1
b540740f-85d3-4814-8727-e94c85364097	unclassified	0	0	0	0	1432	1
eb69b4f7-b78a-489a-bf61-7e8e08cd5a22	unclassified	0	0	0	0	1217	1
2c520c4e-c6e7-492f-a925-8313addd2864	unclassified	0	0	0	0	3274	1
2a4a5d94-7352-40eb-a0c8-cbbcda5e1d09	unclassified	0	0	0	0	3433	1
ce3308f9-bcad-492b-bc59-f5a2a8370355	unclassified	0	0	0	0	1113	1
b5ce1563-2917-4649-9698-52b0acc68fa0	unclassified	0	0	0	0	1495	1
c9949f2a-dbce-4024-ae09-8f12866e1446	unclassified	0	0	0	0	4664	1
e04b71d7-a28d-4f4e-a1d1-e8a0f98d4193	unclassified	0	0	0	0	1225	1
204b265b-062c-457b-8b53-5d6bc3b22ebb	unclassified	0	0	0	0	3202	1
ecf05c8c-c4b3-41c3-9d28-73929e254be6	superkingdom	3	100	0	25	1159	1
4cef3832-6ff8-4883-84dc-05e762d5e551	unclassified	0	0	0	0	2451	1
0142540b-d38d-49d8-922d-235cbc6875e6	unclassified	0	0	0	0	1006	1
3588a8e7-9362-4aa3-9692-230d69661bd6	unclassified	0	0	0	0	1738	1
e4f78e2b-ca54-49e2-bcf2-df93c708651f	unclassified	0	0	0	0	8304	1
bceb2a74-fb6a-4d3d-adee-603ff699b810	unclassified	0	0	0	0	2676	1
5795afeb-a12d-40bb-8f5f-1aba443512cd	unclassified	0	0	0	0	1513	1
05ac9d84-209b-4c97-8875-9ba066612222	unclassified	0	0	0	0	2462	1
55a5dffb-8f82-4f61-98f6-b3fc1f762187	unclassified	0	0	0	0	1127	1
8d1a4081-40f8-4be0-9359-9ea7fc38753d	unclassified	0	0	0	0	3433	1
c46d9772-2247-4bfc-975f-2517dff7296f	unclassified	0	0	0	0	4256	1
78293147-fa91-4331-873c-fb47c0668db5	unclassified	0	0	0	0	1149	1
f176d4d1-d1e6-41ff-9783-ee6c1f2f1983	unclassified	0	0	0	0	1465	1
d65cc30d-ac8d-414b-8e3e-c90c6832625f	unclassified	0	0	0	0	2209	1
2d5cb52f-f6b6-488b-85e2-42c264a4d138	unclassified	0	0	0	0	2118	1
fad540ce-0771-499f-af47-6d7f435f58d1	unclassified	0	0	0	0	1344	1
654d3e09-a797-4138-9e7e-6540db9de59c	unclassified	0	0	0	0	1229	1
676459ed-f260-49fd-ae4e-322bf2444169	unclassified	0	0	0	0	1204	1
2568cbd0-f2ef-4a94-87ee-200992a384ab	unclassified	0	0	0	0	1787	1
529bee7b-8f22-4ff0-aea8-77dd228b93e6	unclassified	0	0	0	0	1480	1
